smiles,inchikey,group,fold
CCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)O,IJTWJFQIBBDJJI,1,train
CC(CCOP(=O)(O)OCCC(C)CC(C)(C)C)CC(C)(C)C,LPOAIFBVIQAMFA,8,train
CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,WTLBZVNBAKMVDP,1,train
C1=NC2=C(C(=O)N1)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,UGQMRVRMYYASKQ,1,train
CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC,SNKAWJBJQDLSFF,1,train
C1=CC=C(C=C1)OP(=O)(OC2=CC=CC=C2)OC3=CC=CC=C3,XZZNDPSIHUTMOC,1,val
C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O[C@@H]4[C@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O)N=C(NC2=O)N,MVMSCBBUIHUTGJ,4,train
CC1=CNC(=O)NC1=O,RWQNBRDOKXIBIV,1,train
CC(C)CCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCC(C)C,HBGGXOJOCNVPFY,2,train
CCCCOC(=O)CCCCCCCCC(=O)OCCCC,PYGXAGIECVVIOZ,3,val
C1=CC(=CC=C1CCN)O,DZGWFCGJZKJUFP,1,train
CC1=CC=CC=C1OP(=O)(OC2=CC=CC=C2C)OC3=CC=CC=C3C,YSMRWXYRXBRSND,2,train
CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4(C(=O)CO)O)C,WHBHBVVOGNECLV,1,train
C(C(C(=O)O)N)OP(=O)(O)O,BZQFBWGGLXLEPQ,1,train
CCCCCCCCCCCCCCC[C@H]([C@H](CO)N)O,OTKJDMGTUTTYMP,1,train
CCCCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,PSHXNVGSVNEJBD,1,train
C[C@@H]([C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)C)O)O,SCPADBBISMMJAW,2,train
CC(C)CCCCCCCOP(=O)(OC1=CC=CC=C1)OC2=CC=CC=C2,RYUJRXVZSJCHDZ,4,train
C1=CC=C2C(=C1)C(=CN2)C[C@H](C(=O)O)N,QIVBCDIJIAJPQS,1,test
CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[NH3+])O,PYVRVRFVLRNJLY,1,train
CSC1=NC2=CC=CC=C2S1,UTBVIMLZIRIFFR,1,train
CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCCCCCCCCCC,SLKDGVPOSSLUAI,1,train
C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N,OIRDTQYFTABQOQ,1,train
CC1=CC=C(C=C1)OP(=O)(OC2=CC=C(C=C2)C)OC3=CC=C(C=C3)C,BOSMZFBHAYFUBJ,3,train
CC(=O)N[C@@H](CC1=CC=CC=C1)C(=O)O,CBQJSKKFNMDLON,1,train
CCC(CCC(C)O)COP(=O)(OC1=CC=CC=C1)OC2=CC=CC=C2,PZMFWNXABLTZRN,1,train
CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC,WTJKGGKOPKCXLL,1,test
C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N=C(NC2=O)N,RQFCJASXJCIDSX,1,train
C[N+](C)(C)[O-],UYPYRKYUKCHHIB,1,train
CCCCCCCCCCCCC/C=C/[C@H]([C@H](CO)NC(=O)CCCCCCC/C=C\CCCCCCCC)O,OBFSLMQLPNKVRW,1,train
CC1=C(C(=O)C(=C(C1=O)OC)OC)C/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C,ACTIUHUUMQJHFO,12,test
CSC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O,WUUGFSXJNOTRMR,2,train
CC(=O)N1CCC[C@H]1C(=O)O,GNMSLDIYJOSUSW,1,train
CC1=CC=CC=C1OP(=O)(OC2=CC=CC=C2)OC3=CC=CC=C3,XMNDMAQKWSQVOV,1,train
C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,RUDATBOHQWOJDD,1,test
CCCCOC(=O)CC(CC(=O)OCCCC)(C(=O)OCCCC)OC(=O)C,QZCLKYGREBVARF,4,test
C1=NC2=C(N1)C(=O)NC(=N2)N,UYTPUPDQBNUYGX,1,train
CCCCC(CC)COC(=O)C1=CC(=C(C=C1)C(=O)OCC(CC)CCCC)C(=O)OCC(CC)CCCC,KRADHMIOFJQKEZ,6,train
CC(C)[C@@H](C(=O)O)N,KZSNJWFQEVHDMF,1,train
CCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCC,RTWAYAIMWLNAJW,1,train
C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@H]4C(=O)CO)C)O,OMFXVFTZEKFJBZ,1,val
CCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@@H](/C=C/CCCCCCCCCCCCC)O,ICWGMOFDULMCFL,1,train
CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,SAOKZLXYCUGLFA,5,train
CCCCOP(=O)(OCCCC)OCCCC,STCOOQWBFONSKY,3,train
CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)C=O,DOZRDZLFLOODMB,2,train
CCCCCCOC(=O)C1=CC(=C(C=C1)C(=O)OCCCCCC)C(=O)OCCCCCC,MXHBQKVKHGQWRB,6,train
CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,IIZPXYDJLKNOIY,1,train
CCCCOCCOP(=O)(O)OCCOCCCC,NNXWIPHZHATIFE,7,train
CC1=CC2=C(C=C1C)N=CN2,LJUQGASMPRMWIW,2,train
C(C(CCl)OP(=O)(O)OC(CCl)CCl)Cl,NNKRUBFJSSBFSS,4,train
C1=CC=C(C=C1)OP(=O)(OC2=CC=CC=C2)OC3=CC(=CC=C3)OP(=O)(OC4=CC=CC=C4)OC5=CC=CC=C5,OWICEWMBIBPFAH,11,test
CCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC,DUXYWXYOBMKGIN,6,train
C(CCl)OP(=O)(O)OCCCl,PMGHIGLOERPWGC,2,train
C(COC(=O)CCC(=O)O)C(C(=O)O)N,GNISQJGXJIDKDJ,4,train
CCCCCCCCCCCCCCC[C@H]([C@H](CO)NC(=O)CCCCCCCCCCCCCCC)O,GCGTXOVNNFGTPQ,1,test
C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@H]4C(=O)CO)C=O)O,PQSUYGKTWSAVDQ,2,val
CCCCCCCCCCCCCCCC(=O)OC[C@H](CO)OC(=O)CCCCCCCCCCCCCCC,JEJLGIQLPYYGEE,3,val
CCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@@H](/C=C/CCCCCCCCCCCCC)O,YDNKGFDKKRUKPY,1,train
CC1=C(NC(=O)N=C1)N,LRSASMSXMSNRBT,1,train
CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,PVNIQBQSYATKKL,3,train
C1=CC=C(C=C1)C(=O)NCC(=O)O,QIAFMBKCNZACKA,1,test
CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](C(=O)O)N)O,JZWNYZVVZXZRRH,1,train
C(CCl)OP(=O)(OCCCl)OCCCl,HQUQLFOMPYWACS,3,train
CN=C(N)N,CHJJGSNFBQVOTG,2,train
CCCCCCCCCCCCC/C=C/[C@H]([C@H](CO[C@H]1C(C([C@@H]([C@H](O1)CO)O[C@H]2C(C([C@H]([C@H](O2)CO)O)O)O)O)O)NC(=O)CCCCCCC)O,JUCWRRXMPGRQOG,4,train
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C)O)CCC4=CC(=O)C=C[C@]34C,XWALNWXLMVGSFR,1,train
CN1C2=C(C(=O)N(C1=O)C)NC=N2,ZFXYFBGIUFBOJW,1,train
C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O,DJJCXFVJDGTHFX,1,train
CCCCCCCCCCCCCCCCCC(=O)OCC(CO)O,VBICKXHEKHSIBG,1,train
C1=CC2=C(C=C1O)C(=CN2)CCN,QZAYGJVTTNCVMB,1,test
CS(=N)(=O)CCC(C(=O)O)N,SXTAYKAGBXMACB,2,train
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)C=C[C@]34C,RSIHSRDYCUFFLA,1,train
CCCCCOP(=O)(OCCCCC)OCCCCC,QJAVUVZBMMXBRO,3,train
C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,WBWWGRHZICKQGZ,1,test
CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H]1CC[C@@]2([C@H]3CC[C@]4([C@H]([C@@H]3CC=C2C1)CC[C@@H]4[C@H](C)CCCC(C)C)C)C,RJECHNNFRHZQKU,1,test
C(C(C(=O)O)N)SCC(=O)O,GBFLZEXEOZUWRN,3,train
C([C@@H](C(=O)O)N)SSC[C@@H](C(=O)O)N,LEVWYRKDKASIDU,4,train
C=CC(=O)OCCOC(=O)NCC1CCC2C1C3CC2CC3CNC(=O)OCCOC(=O)C=C,WNYXLVFCZZCCLX,10,train
CCCCCC=CCC=CCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,MJLXQSQYKZWZCB,1,train
CC1=NC=C(C(=C1O)C=O)CO,RADKZDMFGJYCBB,1,test
C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O)O)O,XCCTYIAWTASOJW,3,test
CCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCC,ZQBULZYTDGUSSK,4,train
CC1=CC2=NNN=C2C=C1C,MVPKIPGHRNIOPT,1,train
C[C@@H](C(=O)O)NC(=O)C,KTHDTJVBEPMMGL,1,train
C(COP(=O)(O)O)N,SUHOOTKUPISOBE,3,test
CC1=CC=CC2=NNN=C12,CMGDVUCDZOBDNL,1,train
C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N,SRNWOUGRCWSEMX,2,train
CCOC(=O)CC(CC(=O)OCC)(C(=O)OCC)OC(=O)C,WEAPVABOECTMGR,4,val
C(C[C@@H](C(=O)O)N)CN=C(N)N,ODKSFYDXXFIFQN,1,test
CC(COCC(C)OC(=O)C1=CC=CC=C1)OC(=O)C2=CC=CC=C2,IZYUWBATGXUSIK,2,val
CC(=O)N[C@@H](CO)C(=O)O,JJIHLJJYMXLCOY,1,train
COC(=O)CCCN,KVQGGLZHHFGHPU,1,train
C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N,UDMBCSSLTHHNCD,1,train
C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CSCC[C@@H](C(=O)O)N)O)O)N,ZJUKTBDSGOFHSH,1,val
C(CCNCCCN)CNCCCN,PFNFFQXMRSDOHW,4,train
CC(C)CCCCCCOC(=O)C1CCCCC1C(=O)OCCCCCCC(C)C,HORIEOQXBKUKGQ,3,train
C1[C@H](CN[C@@H]1C(=O)O)O,PMMYEEVYMWASQN,1,train
CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O,IHNKQIMGVNPMTC,1,train
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@H]2O)CCC4=CC(=O)CC[C@]34C,MUMGGOZAMZWBJJ,1,test
C1=CN=C2C(=N1)C(=O)NC(=N2)N,HNXQXTQTPAJEJL,2,train
CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C,RJKFOVLPORLFTN,1,test
C(C(CCl)OP(=O)(OC(CCl)CCl)OC(CCl)CCl)Cl,ASLWPAWFJZFCKF,3,train
CC1C[C@@H]2[C@H](CC[C@]3([C@H]2CC[C@@]3(C(=O)C)O)C)[C@@]4(C1=CC(=O)CC4)C,FRQMUZJSZHZSGN,1,train
CC1=CC(=CC=C1)OP(=O)(OC2=CC=CC(=C2)C)OC3=CC=CC(=C3)C,RMLPZKRPSQVRAB,3,train
C1=C(NC(=O)N=C1)N,OPTASPLRGRRNAP,1,train
C1=C2C(=NC=N1)N=CN2,KDCGOANMDULRCW,1,train
C1=CC(=C(C=C1OC2=C(C=C(C=C2I)C[C@@H](C(=O)O)N)I)I)O,AUYYCJSJGJYCDS,1,train
CC(C)CCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCC(C)C,ZVFDTKUVRCTHQE,4,val
CSCC[C@@H](C(=O)O)N,FFEARJCKVFRZRR,1,train
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)CC[C@H]34,NPAGDVCDWIYMMC,1,train
C(CS(=O)(=O)O)N,XOAAWQZATWQOTB,2,train
C([C@@H](C(=O)O)N)C(=O)N,DCXYFEDJOCDNAF,1,train
C[N+](C)(C)C[C@@H](CC(=O)[O-])O,PHIQHXFUZVPYII,1,train
C1=CC=C2C(=C1)N=C(S2)N,UHGULLIUJBCTEF,1,train
C(C[Se][Se]CCN)N,QNGIKJLVQNCRRC,4,train
CC(=O)N[C@H]1[C@H]([C@@H]([C@H](O[C@H]1O)CO)O)O,OVRNDRQMDRJTHS,2,train
CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4(C)O)C,GCKMFJBGXUYNAG,1,train
CCCCCCCCCCCCCCCCCC(=O)N[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)[C@@H](/C=C/CCCCCCCCCCCCC)O,LKQLRGMMMAHREN,1,train
C1=CC(=C(C=C1CCN)O)O,VYFYYTLLBUKUHU,1,val
C(CC(=O)O)[C@@H](C(=O)O)N,WHUUTDBJXJRKMK,1,train
C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=CN=C32)N)CO)O,OLXZPDWKRNYJJZ,1,train
C1=CC(=CC=C1C[C@@H](C(=O)O)N)O,OUYCCCASQSFEME,1,train
CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)O,IQFYYKKMVGJFEH,1,train
C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O,JYGXADMDTFJGBT,1,train
CCCCCCCCCCCCCC(=O)O[C@H]1CC[C@@]2([C@H]3CC[C@]4([C@H]([C@@H]3CC=C2C1)CC[C@@H]4[C@H](C)CCCC(C)C)C)C,SJDMTGSQPOFVLR,2,train
CCCCCCCC/C=C\CCCCCCCC(=O)OCC(CO)O,RZRNAYUHWVFMIP,1,train
C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N=C(NC2=O)N,NYHBQMYGNKIUIF,1,train
COC1=C(C=CC(=C1)C(CN)O)O,YNYAYWLBAHXHLL,1,train
CSC1=NC=NC2=C1NC=N2,UIJIQXGRFSPYQW,1,train
CC(=O)N[C@@H](CC(=O)N)C(=O)O,HXFOXFJUNFFYMO,2,train
CN1C=NC2=C(C1=N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O,GFYLSDSUCHVORB,2,train
CNCC(=O)O,FSYKKLYZXJSNPZ,1,train
CCCCC[C@@H](/C=C/[C@H]1C=CC(=O)[C@@H]1CCCCCCC(=O)O)O,BGKHCLZFGPIKKU,2,train
C1=CC=C2C(=C1)C(=O)C=C(N2)C(=O)O,HCZHHEIFKROPDY,1,val
C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)NC(=O)NC2=O,UBORTCNDUKBEOP,2,train
C1CSC(=O)C1N,KIWQWJKWBHZMDT,2,train
C(CCNCCCN)CN,ATHGHQPFGPMSJY,3,test
C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)O)NC(=O)N2,YBJHBAHKTGYVGT,1,test
C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O,GUBGYTABKSRVRQ,1,train
CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl,KVMPUXDNESXNOH,3,val
CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H]1CC[C@@]2([C@H]3CC[C@]4([C@H]([C@@H]3CC=C2C1)CC[C@@H]4[C@H](C)CCCC(C)C)C)C,NAACPBBQTFFYQB,1,train
CCC[C@H](C(=O)O)N,SNDPXSYFESPGGJ,1,train
CC(=O)OCC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,VPGRYOFKCNULNK,2,train
CCCCCCCCCCCCCCCC(=O)OCC(CO)O,QHZLMUACJMDIAE,1,train
CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1C/C=C\CCCC(=O)O)O)O,XEYBRNLFEZDVAW,1,val
CC(=O)N[C@@H](CC(=O)O)C(=O)O,OTCCIMWXFLJLIA,2,train
CCOC(=O)C1=CC=C(C=C1)N(C)C,FZUGPQWGEGAKET,2,train
C(CS)C(C(=O)O)N,FFFHZYDWPBMWHY,1,train
C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2C(=O)C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C,MFYSYFVPBJMHGN,1,train
C1=CC2=NNN=C2C=C1,QRUDEWIWKLJBPS,1,train
C1=CC(=CC=C1C(=O)N[C@@H](CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N,OVBPIULPVIDEAO,2,train
CN(CC(=O)O)C(=N)N,CVSVTCORWBXHQV,2,train
CC(=O)N[C@@H]1[C@H](C[C@](O[C@H]1[C@@H]([C@@H](CO)O)O)(C(=O)O)O)O,SQVRNKJHWKZAKO,1,train
C1=NC2=C(N1)C(=O)NC=N2,FDGQSTZJBFJUBT,1,train
CC(=O)NC(CCC(=O)O)C(=O)O,RFMMMVDNIPUKGG,2,train
CC(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)O,DZTHIGRZJZPRDV,2,train
C(CCN)CN,KIDHWZJUCRJVML,1,train
CCCCC[C@@H](/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1CCCCCCC(=O)O)O)O,GMVPRGQOIOIIMI,1,train
C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)OP(=O)(O)O,NBSCHQHZLSJFNQ,1,test
CCCCCCCCCCCCCCCC(=O)O[C@H]1CC[C@@]2([C@H]3CC[C@]4([C@H]([C@@H]3CC=C2C1)CC[C@@H]4[C@H](C)CCCC(C)C)C)C,BBJQPKLGPMQWBU,2,train
C1=CC=C2C(=C1)C(=CN2)CCN,APJYDQYYACXCRM,1,train
C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=C(NC3=O)N)COP(=O)(O)O)O,LTFMZDNNPPEQNG,1,train
C(CC(=O)N)[C@@H](C(=O)O)N,ZDXPYRJPNDTMRX,2,train
C1=NC2=C(N1)C(=O)NC(=O)N2,LRFVTYWOQMYALW,1,val
CC(C)(C1=CC=C(C=C1)OP(=O)(OC2=CC=CC=C2)OC3=CC=CC=C3)C4=CC=C(C=C4)OP(=O)(OC5=CC=CC=C5)OC6=CC=CC=C6,BQPNUOYXSVUVMY,11,test
C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,KXGVEGMKQFWNSR,1,val
C1=NC(=C2C(=N1)N(C=N2)C3C4C(C(O3)CO)OP(=O)(O4)O)N,KMYWVDDIPVNLME,2,train
CC(CCNC(=O)OCCOC(=O)C(=C)C)CC(C)(C)CNC(=O)OCCOC(=O)C(=C)C,UEKHZPDUBLCUHN,10,train
CCCCCCCCCCCCCCCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C,XOMRRQXKHMYMOC,2,val
C[N+](C)(C)C[C@H](CC(=O)[O-])OC(=O)CCCC(=O)O,NXJAXUYOQLTISD,1,train
CCCCCCCCCCCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C,FUJLYHJROOYKRA,2,train
CC[C@H](C)[C@@H](C(=O)O)N,AGPKZVBTJJNPAG,1,train
C(CCN)C[C@@H](C(=O)O)N,KDXKERNSBIXSRK,1,train
C1=CC=C2C(=C1)N=CS2,IOJUPLGTWVMSFF,1,val
C(C1C(C(C(C(O1)O)N)O)O)O,MSWZFWKMSRAUBD,2,train
C1C[C@H](NC1)C(=O)O,ONIBWKKTOPOVIA,1,train
C(CO)[C@@H](C(=O)O)N,UKAUYVFTDYCKQA,1,train
CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC,DRLFMBDRBRZALE,1,train
C1CC(N(C1)C(=O)C(CC2=CN=CN2)NC(=O)C3CCC(=O)N3)C(=O)N,XNSAINXGIQZQOO,1,train
C1=C(NC=N1)C[C@@H](C(=O)O)N,HNDVDQJCIGZPNO,1,test
CC1=NN=C(C(=O)N1N)C2=CC=CC=C2,VHCNQEUWZYOAEV,1,train
CCC(C1=CC=CC=C1)(C(=O)N)C(=O)N,JFZHPFOXAAIUMB,2,train
C1=CC=C(C=C1)N=NC2=CC=CC=C2,DMLAVOWQYNRWNQ,1,train
C1CC1NC2=NC(=NC(=N2)N)N,LVQDKIWDGQRHTE,3,val
CCCOC(=O)C1=CC=C(C=C1)O,QELSKZZBTMNZEB,1,train
CC1=CC(=C(C=C1)NC=O)C,JOFDPSBOUCXJCC,1,train
C1=CC(=CC=C1N)SC2=CC=C(C=C2)N,ICNFHJVPAJKPHW,3,train
CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,ULGZDMOVFRHVEP,1,train
C1=CC=C(C=C1)NC2=CC=CC3=CC=CC=C32,XQVWYOYUZDUNRW,2,train
C[C@H](CC1=CC=CC=C1)N(C)CC#C,MEZLKOACVSPNER,1,train
C1=NC2=C(N1COCCO)N=C(NC2=O)N,MKUXAQIIEYXACX,2,train
CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O,NDAUXUAQIAJITI,3,train
C[N+]1(CCOCC1)[O-],LFTLOKWAGJYHHR,2,train
CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)OC)C)C)O)(C)O,AGOYDEPGAOXOCK,1,train
CCOC(=O)CC(CC(=O)OCC)(C(=O)OCC)O,DOOTYTYQINUNNV,4,train
CC(C)NCC(COC1=CC=CC2=C1C=CN2)O,JZQKKSLKJUAGIC,6,train
CN(C)C(=O)NC1=CC(=C(C=C1)Cl)Cl,XMTQQYYKAHVGBJ,1,train
C1CCC(CC1)N2C(=O)C3=C(CCC3)NC2=O,ZTMKADLOSYKWCA,7,train
CC[C@H]1CCC[C@@H]([C@H](C(=O)C2=C[C@H]3[C@@H]4C[C@@H](C[C@H]4C=C[C@H]3[C@@H]2CC(=O)O1)O[C@H]5[C@@H]([C@@H]([C@H]([C@@H](O5)C)OC)OC)OC)C)O[C@H]6CC[C@@H]([C@H](O6)C)N(C)C,SRJQTHAZUNRMPR,2,train
CCC1=CC=CC(=C1N(C(C)COC)C(=O)C(=O)O)C,LNOOSYCKMKZOJB,2,train
CC1=CC(=C(C=C1)C)OCC2=CC=CC=C2/C(=N/OC)/C(=O)NC,WXUZAHCNPWONDH,4,train
CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O,AQHHHDLHHXJYJD,4,train
CCCN(CC)CC1COC2(O1)CCC(CC2)C(C)(C)C,PUYXTUJWRLOUCW,2,val
CNC1=C(C(=O)C(O1)C2=CC=CC=C2)C3=CC(=CC=C3)C(F)(F)F,NYRMIJKDBAQCHC,7,val
CN1C(=CN=C1COC(=O)N)[N+](=O)[O-],PQFRTXSWDXZRRS,5,train
CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31,BCGWQEUPMDMJNV,1,test
CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl,PSIFNNKUMBGKDQ,1,train
CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,ZZVUWRFHKOJYTH,1,train
CCC(=NOC/C=C/Cl)C1=C(CC(CC1=O)C2CCOCC2)O,IOYNQIMAUDJVEI,9,train
CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3[C@H](C=C4)O,BQJCRHHNABKAKU,1,train
CC[C@@H]1[C@H](/C=C(/C=C/C(=O)[C@@H](C[C@@H]([C@@H]([C@H]([C@@H](CC(=O)O1)O)C)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C)O[C@H]3C[C@@]([C@H]([C@@H](O3)C)O)(C)O)N(C)C)O)CC=O)C)\C)CO[C@H]4[C@@H]([C@@H]([C@@H]([C@H](O4)C)O)OC)OC,WBPYTXDJUQJLPQ,10,train
C[C@]12CC(=O)[C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C,XOFYZVNMUHMLCC,1,train
C1C(C2=CC=CC=C2N(C3=CC=CC=C31)C(=O)N)O,BMPDWHIDQYTSHX,1,train
C1=CC=C2C(=C1)C3=C(N2)C=NC=C3,AIFRHYZBTHREPW,1,train
CC[C@H](C(=O)N)N1CCCC1=O,HPHUVLMMVZITSG,2,test
CC(C)C[C@@H](CC(=O)O)CN,AYXYPKUFHZROOJ,1,train
CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC=O,WSJBSKRPKADYRQ,1,train
C#CCN1C(=O)COC2=CC(=C(C=C21)N3C(=O)C4=C(C3=O)CCCC4)F,FOUWCSDKDDHKQP,10,train
CN(C)C(=O)NC1=CC=C(C=C1)OC2=CC=C(C=C2)Cl,IVUXTESCPZUGJC,5,train
CCCS(=O)C1=CC2=C(C=C1)N=C(N2)NC(=O)OC,VXTGHWHFYNYFFV,2,val
